LotArea,LotFrontage,TotalBsmtSF,BedroomAbvGr,Fireplaces,PoolArea,GarageCars,WoodDeckSF,ScreenPorch,Expensive,MSZoning,Condition1,Heating,Street,CentralAir,Foundation,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,KitchenQual,FireplaceQu
11777,96.0,1164,3,2,0,2,160,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,LwQ,TA,Fa
3604,34.0,689,2,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
12150,81.0,1050,4,0,0,1,0,0,0,RM,Norm,GasA,Pave,N,BrkTil,TA,TA,TA,TA,No,Unf,TA,
14585,,1144,3,2,0,2,216,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,Gd,Gd
12704,98.0,2042,3,1,0,3,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,No,Unf,Ex,Gd
11841,81.0,816,3,0,0,0,0,0,0,RL,Norm,GasA,Grvl,Y,CBlock,TA,Gd,Gd,TA,Av,GLQ,TA,
13500,75.0,1237,3,1,0,2,105,0,1,RM,Artery,GasA,Pave,Y,BrkTil,Ex,Ex,TA,TA,No,Unf,Gd,Gd
6120,51.0,884,3,0,0,1,0,120,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,Gd,
11443,88.0,1868,2,2,0,3,326,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Gd,GLQ,Gd,Gd
10267,55.0,816,2,0,0,1,0,0,0,RL,RRAn,GasA,Pave,Y,BrkTil,TA,Gd,TA,Gd,Mn,Rec,Fa,
8740,74.0,840,2,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,ALQ,TA,
25095,65.0,1437,1,2,0,1,0,60,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Gd,GLQ,Ex,Gd
9100,50.0,742,2,0,0,1,0,0,0,RM,RRAn,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,TA,
8320,64.0,770,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,
13478,97.0,1722,3,1,0,3,382,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Gd,GLQ,Ex,Gd
6600,60.0,816,2,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,Gd,TA,Gd,No,GLQ,TA,
4435,,848,1,0,0,2,140,0,0,RM,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
7990,88.0,924,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,Unf,TA,
11302,69.0,1814,3,1,0,3,180,120,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Gd,GLQ,Gd,TA
3600,60.0,684,3,0,0,1,0,0,0,RM,Norm,GasA,Pave,N,CBlock,TA,TA,TA,TA,No,Unf,TA,
3922,53.0,1258,2,1,0,3,120,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Av,Unf,Gd,Gd
12984,80.0,1430,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Mn,ALQ,Gd,TA
1950,24.0,716,3,1,0,2,161,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,Gd,Gd,TA,No,LwQ,TA,TA
10927,74.0,1058,3,1,0,2,179,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Ex,Gd
9000,50.0,780,3,1,0,1,0,126,0,RM,Norm,GasA,Pave,Y,PConc,TA,Gd,TA,TA,No,Unf,Gd,Gd
10041,80.0,908,3,1,0,2,120,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Mn,GLQ,Gd,TA
3182,30.0,600,2,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
12803,88.0,1494,3,1,0,2,192,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Mn,GLQ,Gd,TA
13600,85.0,768,3,3,0,2,0,189,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,Fa
12464,82.0,1040,3,0,0,2,168,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,Gd,Gd,TA,No,GLQ,Gd,
7800,78.0,896,3,0,0,1,103,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,Gd,No,GLQ,Ex,
12168,78.0,965,4,2,0,2,0,0,1,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Mn,BLQ,TA,Gd
7943,61.0,1029,3,0,0,1,64,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,Fa,TA,TA,Mn,Rec,TA,
11050,,1440,3,2,0,3,253,0,1,RL,PosN,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Mn,GLQ,Ex,Ex
10395,,1032,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Av,ALQ,TA,TA
11885,,1299,3,1,0,2,160,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Ex,TA
8402,70.0,1120,3,0,0,0,0,0,0,RL,Feedr,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,ALQ,TA,
1491,21.0,630,1,0,0,0,96,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Av,LwQ,TA,
8800,80.0,936,3,0,0,2,120,0,0,RL,Feedr,GasA,Pave,Y,PConc,TA,Gd,TA,TA,Gd,GLQ,Gd,
7861,,783,3,1,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd
7227,59.0,832,2,0,0,2,0,0,0,RL,Artery,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,Gd,
11694,90.0,1822,3,1,0,3,0,260,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Av,GLQ,Gd,Gd
12244,85.0,1482,4,2,0,3,168,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Gd,GLQ,Gd,Gd
8248,45.0,864,2,0,0,0,0,0,0,RL,Norm,GasA,Pave,N,BrkTil,TA,TA,TA,TA,No,BLQ,TA,
10800,90.0,1522,4,1,0,2,38,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,TA
7064,71.0,980,3,0,0,2,192,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
2117,,756,2,1,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
10400,80.0,732,4,1,0,2,148,147,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,TA
10000,87.0,1116,3,0,0,2,0,385,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,
12342,,978,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,TA
9600,80.0,1156,3,2,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,BLQ,TA,Gd
11606,70.0,1040,5,2,0,2,335,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Av,Rec,Fa,TA
9020,82.0,1248,3,0,0,2,176,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Gd,GLQ,TA,
9000,50.0,636,3,0,0,1,0,0,0,RM,Artery,GasA,Pave,Y,BrkTil,TA,TA,Fa,Fa,No,Unf,Ex,
4590,34.0,1554,2,1,0,2,156,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,Gd,Mn,GLQ,Gd,Gd
11900,85.0,1386,3,1,0,2,192,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,ALQ,TA,TA
9250,80.0,1056,3,0,0,1,390,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
6979,64.0,1056,0,0,0,2,264,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,GLQ,TA,
10896,60.0,1440,8,0,0,0,0,0,0,RH,Feedr,GasA,Pave,Y,CBlock,Fa,TA,TA,Fa,No,LwQ,Fa,
6120,51.0,264,1,1,0,0,0,0,0,RM,Norm,Grav,Pave,N,BrkTil,Fa,Fa,TA,Fa,No,Unf,Fa,Po
6000,50.0,811,3,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,Gd,
8777,67.0,796,2,0,0,0,328,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,Fa,TA,No,Unf,TA,
3982,53.0,1520,1,1,0,3,312,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,Gd,Av,GLQ,Ex,Gd
12677,62.0,1518,1,1,0,2,185,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Gd,GLQ,Ex,Gd
7050,,1057,3,1,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
13860,75.0,1952,4,3,0,2,269,0,1,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,Gd,GLQ,Ex,TA
10793,80.0,780,4,0,0,2,208,0,0,RL,RRAn,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
9187,85.0,1766,2,1,0,3,195,0,1,FV,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Mn,GLQ,Ex,Gd
10530,,981,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,
7200,60.0,0,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,,,,,TA,
10452,85.0,1094,3,2,0,2,0,287,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Mn,Rec,TA,Gd
7700,70.0,756,4,1,0,2,0,0,0,RL,PosN,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,TA
1936,21.0,630,1,0,0,0,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Av,BLQ,TA,
8125,65.0,813,3,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
9084,60.0,755,4,1,0,1,120,0,0,RL,Artery,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Mn,Unf,TA,Gd
8750,70.0,880,2,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,TA
10320,60.0,756,3,0,0,1,57,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,
10437,91.0,2109,2,1,0,3,236,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,Gd,Gd,TA,Gd,GLQ,Gd,TA
1680,21.0,525,3,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,
10007,72.0,1053,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,TA,TA,No,ALQ,Gd,
7200,60.0,776,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,Fa,Gd,TA,No,Unf,TA,Gd
17503,78.0,912,3,1,0,1,192,0,0,RL,Artery,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,Gd
9937,75.0,1486,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,Gd,TA,TA,No,BLQ,TA,
12384,,793,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,Unf,TA,TA
46589,52.0,1629,4,1,0,3,517,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,Gd,No,GLQ,Gd,TA
13560,120.0,1392,2,2,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Fa,Fa,No,Unf,TA,TA
10012,90.0,1138,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Av,BLQ,TA,
20896,49.0,2077,1,1,0,3,192,0,1,RL,RRAn,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Mn,GLQ,Ex,Ex
11194,106.0,1406,3,1,0,2,188,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,TA
18450,,1021,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,Gd,TA,No,LwQ,TA,Po
8125,65.0,1408,3,1,0,2,224,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,GLQ,Gd,Fa
14175,,1188,3,1,0,2,304,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,TA
11600,80.0,700,2,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,Fa,TA,No,Unf,Fa,Gd
8633,64.0,738,3,0,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,
6629,54.0,672,3,0,0,1,147,0,0,RH,Artery,GasA,Pave,N,BrkTil,TA,Gd,TA,TA,No,BLQ,TA,
11250,,1208,3,1,0,2,198,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,No,ALQ,TA,TA
14442,110.0,1477,3,2,0,2,0,200,1,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,GLQ,Gd,TA
9200,80.0,1136,3,1,0,1,426,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,Gd
2289,24.0,855,3,1,0,2,28,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,TA
9600,60.0,1095,4,0,0,3,0,0,0,RM,Norm,GasW,Pave,N,BrkTil,TA,TA,TA,Fa,No,Unf,TA,
9022,52.0,768,2,0,0,1,316,0,0,RL,Norm,GasA,Pave,Y,BrkTil,Gd,TA,TA,TA,No,Unf,Gd,
11844,80.0,2046,3,1,0,3,322,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Mn,Unf,Gd,Gd
9945,,988,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
8012,50.0,923,2,1,0,1,80,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,BLQ,TA,TA
4500,55.0,793,3,0,0,1,0,0,0,RH,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Rec,TA,
2887,,1291,2,1,0,2,307,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Mn,GLQ,Gd,Gd
11248,90.0,1626,3,1,0,3,257,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,TA
16770,58.0,1195,4,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,TA,
5062,,1190,3,1,0,2,219,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,Mn,GLQ,Gd,TA
10207,84.0,874,3,0,0,2,144,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
5105,,551,2,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,
8089,60.0,1419,2,1,0,2,140,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,Gd
7577,61.0,1362,2,1,0,2,192,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,ALQ,Gd,Gd
4426,,848,1,1,0,2,149,0,0,RM,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Gd,GLQ,Gd,TA
21535,104.0,2444,4,2,0,3,382,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Gd,GLQ,Ex,Ex
26178,42.0,1210,4,2,0,2,320,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Gd,GLQ,Gd,Gd
5400,60.0,1073,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,TA,
6120,51.0,927,3,0,0,2,112,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,Fa,TA,TA,No,Unf,TA,
13811,54.0,1112,2,1,0,2,125,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,Gd,No,GLQ,Gd,TA
6000,50.0,616,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,TA,
6420,57.0,980,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Ex,Gd,Mn,LwQ,TA,
8450,65.0,894,3,1,0,1,416,0,0,RL,RRAe,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,GLQ,TA,Gd
4282,59.0,1391,2,0,0,2,156,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Mn,GLQ,Gd,
14331,85.0,1800,3,1,0,3,270,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Gd,GLQ,Gd,Gd
9600,80.0,1164,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,
12438,82.0,1234,4,1,0,3,324,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,Gd,No,Unf,Ex,Gd
7630,76.0,360,4,1,0,2,344,0,0,RM,Feedr,GasA,Pave,Y,BrkTil,TA,Gd,Gd,TA,No,Unf,Gd,Po
8400,70.0,1473,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
5600,70.0,0,3,0,0,0,0,0,0,RM,Norm,GasA,Pave,N,Slab,Fa,Fa,,,,,Fa,
115149,,1643,2,2,0,2,380,0,1,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,GLQ,Gd,TA
6240,48.0,1324,2,1,0,2,192,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd
9018,65.0,728,3,1,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,Unf,Gd,Gd
7162,,876,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,Unf,TA,
4130,56.0,270,2,0,0,0,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,TA,TA,No,Unf,TA,
8712,66.0,859,2,0,0,1,68,0,0,C (all),Norm,GasA,Pave,Y,Stone,TA,TA,TA,TA,Mn,Unf,TA,
4671,40.0,1228,2,1,0,2,168,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Mn,GLQ,Gd,Gd
9873,60.0,960,3,0,0,2,0,0,0,RL,RRAn,GasW,Pave,N,CBlock,TA,TA,TA,TA,Av,ALQ,TA,
13517,,725,3,0,0,2,0,0,0,RL,RRAe,GasA,Pave,Y,CBlock,Gd,TA,TA,TA,No,GLQ,Gd,
10140,78.0,1064,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,Unf,TA,TA
10800,60.0,718,3,0,0,2,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,Gd,TA,TA,No,Unf,TA,
10000,80.0,1176,3,1,0,2,224,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,BLQ,Gd,Fa
10542,96.0,1311,3,1,0,3,250,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Gd,GLQ,Gd,TA
9920,69.0,971,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,ALQ,TA,Po
6563,,1742,2,1,0,2,114,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Gd,GLQ,Gd,TA
4426,,848,1,0,0,2,160,0,0,RM,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
8120,70.0,864,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,ALQ,TA,
8172,60.0,941,4,0,0,1,0,156,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,Unf,TA,
13286,86.0,1698,3,1,0,3,327,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,No,GLQ,Ex,Gd
6960,60.0,864,3,0,0,2,96,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,Gd,
21695,,880,3,1,0,2,292,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,Gd,Gd,TA,No,GLQ,Gd,Gd
7314,64.0,1232,2,0,0,2,132,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
11475,85.0,1584,4,0,0,3,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,
6240,52.0,780,2,0,0,2,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
5389,39.0,1595,2,1,0,2,237,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
9590,73.0,868,3,1,0,2,160,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Av,GLQ,Gd,Gd
11404,75.0,1153,3,1,0,2,192,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,ALQ,Gd,TA
10000,80.0,864,3,1,0,1,165,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,TA
8978,,948,3,0,0,1,147,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,Unf,TA,
10800,60.0,880,2,2,0,2,0,0,0,RM,Norm,GasW,Pave,N,BrkTil,TA,TA,Gd,TA,Mn,Rec,TA,TA
8544,60.0,0,2,0,0,2,0,0,0,RL,Norm,GasA,Pave,N,CBlock,TA,TA,,,,,TA,
10463,72.0,893,3,1,0,3,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,Gd
10800,60.0,1200,3,0,0,0,120,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,Gd,Gd,GLQ,TA,
9313,65.0,864,3,0,0,2,187,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
9600,60.0,264,2,0,0,2,270,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,Gd,Fa,Fa,No,Unf,TA,
6768,65.0,912,3,0,0,1,168,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,Mn,GLQ,Gd,
8450,65.0,1349,3,0,0,2,120,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,TA,
12886,70.0,520,3,1,0,2,302,100,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Av,ALQ,TA,TA
5395,41.0,1337,2,1,0,2,96,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
8963,,1142,4,2,0,2,0,0,1,RL,Norm,GasA,Pave,Y,CBlock,Ex,Gd,TA,Gd,No,GLQ,Gd,TA
8795,,952,4,1,0,2,224,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
11700,65.0,1240,4,1,0,4,181,0,1,RM,Norm,GasW,Pave,N,Stone,Gd,TA,TA,Fa,No,Unf,Gd,Gd
10593,59.0,1720,3,1,0,2,240,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
8405,50.0,0,4,0,0,1,92,0,0,RL,Norm,Wall,Pave,N,Slab,TA,TA,,,,,TA,
8800,55.0,576,3,0,0,0,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,Fa,No,Unf,TA,
7750,,660,3,0,0,2,0,0,0,RL,RRAn,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
9236,79.0,1479,3,0,0,2,168,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,Gd,Gd,TA,Gd,GLQ,Gd,
10240,80.0,1030,3,1,0,3,192,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Mn,Unf,Ex,Gd
7930,61.0,1026,3,0,0,2,171,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,GLQ,Gd,
3230,34.0,729,3,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,GLQ,TA,
10769,68.0,866,3,0,0,2,144,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
11616,,672,3,1,0,2,335,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Mn,Rec,TA,TA
2280,24.0,744,3,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,ALQ,TA,
12257,65.0,1318,4,1,0,3,222,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,LwQ,Gd,TA
9100,70.0,864,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
6911,60.0,1145,2,0,0,2,0,0,0,RM,Feedr,GasA,Pave,Y,PConc,TA,TA,TA,TA,Mn,LwQ,Fa,
8640,72.0,756,3,0,0,2,169,0,0,FV,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Mn,GLQ,Gd,
9430,82.0,1252,3,1,0,3,0,180,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Mn,GLQ,Gd,Gd
9549,30.0,1494,2,1,0,2,0,216,1,RL,Norm,GasA,Pave,Y,PConc,Gd,Gd,Gd,Gd,Av,LwQ,Ex,Gd
14587,75.0,1498,2,1,0,2,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Ex,Gd
10421,80.0,980,3,1,0,2,228,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,GLQ,TA,TA
12508,75.0,983,4,0,0,1,245,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Mn,ALQ,TA,
9100,70.0,1860,3,1,0,2,120,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd
